ID,ModuleTitle,CompositeName,ModuleSize,ModuleCategory,AnnotationLevel,ModuleMemberGenes
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,TMEM176A
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CSF3R
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,RBP7
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CACNA2D3
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,MS4A4A
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,HPSE
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,KCTD12
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,SMPDL3A
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,LST1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,RBM47
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,SYK
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,SECTM1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,PLXDC2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,TLR2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CD163
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,BST1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,TLR4
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,GLT1D1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,TREM1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,TLR8
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,FBP1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,TNFSF13
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CD1D
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CSF2RA
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,SLC7A7
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,EMR2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,RASSF4
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,SLC31A2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,MGST1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,IFNGR2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,RIN2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,LY86
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,PLXNB2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,LILRB3
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,LILRB2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,LILRB1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CLEC7A
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,QPCT
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,RNF130
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,PILRA
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,NFE2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,TNS3
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,HNMT
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,GCA
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,FCN1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,TFEC
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,VNN2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,VNN3
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,TLR5
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,RTN1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,NCF1C
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,GAS2L1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,GRN
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,BLVRB
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,ITGAX
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,MS4A6A
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,IL13RA1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CD93
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,TNFAIP2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CD14
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,ITGAM
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,SIRPB1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,SORT1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,AIF1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,BTK
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,NCF2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,NCF1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,MYCL1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CCR1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CD302
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,PTAFR
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,HCK
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,STAB1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,P2RY13
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,FCER1G
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,SPI1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CYP1B1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,NLRP3
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CSF1R
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CD86
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,SCPEP1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,ADAP2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,S100A9
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,S100A8
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CST3
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,KIAA0513
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,EPB41L3
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,MTMR11
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CSTA
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,RXRA
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,ASGR1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,ASGR2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,FES
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,LGALS2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,PRAM1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,KIAA1598
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CDA
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,SGK1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,LMO2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,ALDH2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,FGL2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CLEC4E
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CTSH
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CYFIP1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,MPEG1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,PLAUR
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,IGSF6
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,NLRP12
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,MEGF9
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,APOB48R
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,F13A1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,ALDH1A1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,SERPINA1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CEBPA
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,KYNU
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,RAB32
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,RAB31
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CEBPD
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,SEPX1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,SIGLEC7
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,SULF2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,MYOF
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,KLF4
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,FPR1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,MNDA
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,FCGRT
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,ALOX5
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,ANPEP
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,PDGFC
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,NRGN
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,PRKCD
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,FCGR2A
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CYBB
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,PADI2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CPVL
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,DMXL2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,AOAH
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CHST15
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CFD
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,SLC11A1
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CLEC4A
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,ZNF467
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,TYMP
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,SIGLEC9
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,LILRA6
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,TGFBI
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,LILRA5
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,LILRA2
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,LILRA3
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,CFP
M11.0,enriched in monocytes (II),enriched in monocytes (II) (M11.0),189,immune,complete,LILRA1
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,SLC7A7
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,AMICA1
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,CD36
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,TREM1
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,P2RX1
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,F13A1
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,PECAM1
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,FCER1G
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,DOK2
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,PLAUR
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,LYN
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,SIRPA
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,SERPINA1
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,GNB4
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,SERPINB2
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,ITGAX
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,F5
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,SYK
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,SLC16A3
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,PSAP
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,ITGAM
M11.1,blood coagulation,blood coagulation (M11.1),22,biological process,complete,CFD
M11.2,formyl peptide receptor mediated neutrophil response,formyl peptide receptor mediated neutrophil response (M11.2),10,signaling,partial,NCF2
M11.2,formyl peptide receptor mediated neutrophil response,formyl peptide receptor mediated neutrophil response (M11.2),10,signaling,partial,SLC11A1
M11.2,formyl peptide receptor mediated neutrophil response,formyl peptide receptor mediated neutrophil response (M11.2),10,signaling,partial,CAMK1
M11.2,formyl peptide receptor mediated neutrophil response,formyl peptide receptor mediated neutrophil response (M11.2),10,signaling,partial,FPR1
M11.2,formyl peptide receptor mediated neutrophil response,formyl peptide receptor mediated neutrophil response (M11.2),10,signaling,partial,IGSF6
M11.2,formyl peptide receptor mediated neutrophil response,formyl peptide receptor mediated neutrophil response (M11.2),10,signaling,partial,SECTM1
